agebin,month,Cases,Pop,Year,Run_Number,Sample_ID
5,3,0.9987686574459,974.5333333333,2013,0,60.0
0,4,0,0,2013,0,60.0
5,4,0.8107784902677,975.4,2013,0,60.0
0,5,0,0,2013,0,60.0
5,5,0.9226617682725,975.8,2013,0,60.0
0,6,0,0,2013,0,60.0
5,6,0.8970201462507,976.5666666667,2013,0,60.0
0,7,0,0,2013,0,60.0
5,7,0.7968344688416,977.2,2013,0,60.0
0,8,0,0,2013,0,60.0
5,8,0.7361890058964,975.0666666667,2013,0,60.0
0,9,0,0,2013,0,60.0
5,9,0.8484890237451,975.0666666667,2013,0,60.0
0,10,0,0,2013,0,60.0
5,10,0.8461748212576,977.7333333333,2013,0,60.0
0,11,0,0,2013,0,60.0
5,11,0.82030852139,978.9,2013,0,60.0
0,12,0,0,2013,0,60.0
5,12,0.9807822965086,980,2013,0,60.0
0,1,0,0,2014,0,60.0
5,1,1.005851740949,979.7666666667,2014,0,60.0
0,2,0,0,2014,0,60.0
5,2,1.031600110233,978.9,2014,0,60.0
0,3,0,0,2014,0,60.0
5,3,0.9577114563435,978.2,2014,0,60.0
0,4,0,0,2014,0,60.0
5,4,0.9582012481987,977.7,2014,0,60.0
0,5,0,0,2014,0,60.0
5,5,1.118907295167,978.6333333333,2014,0,60.0
0,6,0,0,2014,0,60.0
5,6,1.167523032054,979.5666666667,2014,0,60.0
0,7,0,0,2014,0,60.0
5,7,0.9206490218639,977.9333333333,2014,0,60.0
0,8,0,0,2014,0,60.0
5,8,0.8356969421729,975.4333333333,2014,0,60.0
0,9,0,0,2014,0,60.0
5,9,0.9343959856778,976.5666666667,2014,0,60.0
0,10,0,0,2014,0,60.0
5,10,0.2365199057385,977.3666666667,2014,0,60.0
0,11,0,0,2014,0,60.0
5,11,0.1245393790305,976.9333333333,2014,0,60.0
0,12,0,0,2014,0,60.0
5,12,0.248679947108,978.5,2014,0,60.0
0,1,0,0,2015,0,60.0
5,1,0.2120207697153,975.5333333333,2015,0,60.0
0,2,0,0,2015,0,60.0
5,2,0.3616701466963,975.5666666667,2015,0,60.0
0,3,0,0,2015,0,60.0
5,3,0.4118652641773,974.8333333333,2015,0,60.0
0,4,0,0,2015,0,60.0
5,4,0.7247270103544,973.7,2015,0,60.0
0,5,0,0,2015,0,60.0
5,5,0.6771567072719,970.2333333333,2015,0,60.0
0,6,0,0,2015,0,60.0
5,6,0.7769690137357,970.8666666667,2015,0,60.0
0,7,0,0,2015,0,60.0
5,7,0.7655148971826,969.5,2015,0,60.0
0,8,0,0,2015,0,60.0
5,8,1.078397672623,970.2666666667,2015,0,60.0
0,9,0,0,2015,0,60.0
5,9,0.8284613583237,969.2666666667,2015,0,60.0
0,10,0,0,2015,0,60.0
5,10,0.803190767765,969.4666666667,2015,0,60.0
0,11,0,0,2015,0,60.0
5,11,1.100829415023,972.6,2015,0,60.0
0,12,0,0,2015,0,60.0
5,12,0.8356969421729,975.4333333333,2015,0,60.0
0,1,0,0,2013,0,10.0
5,1,0.6570438109338,999.9333333333,2013,0,10.0
0,2,0,0,2013,0,10.0
5,2,0.7419935157523,1000.233333333,2013,0,10.0
0,3,0,0,2013,0,10.0
5,3,0.9119831956923,1000.566666667,2013,0,10.0
